,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
81416,0,0.767440928,49,1,1.209263259,8333.0,16,0,3,0,2.0
119139,0,0.059306255,24,0,0.203622736,1600.0,5,0,0,0,1.0
137181,0,0.634178791,46,0,0.404521405,4157.0,4,0,1,0,2.0
71813,1,0.880440256,52,0,0.811495894,2800.0,10,0,0,0,0.0
110887,0,0.024019717,75,0,0.013768686,2541.0,5,0,0,0,0.0
134245,0,0.9999999,21,98,0.0,867.0,0,98,0,98,0.0
100697,0,0.001425279,33,0,0.001375095,6544.0,15,0,0,0,1.0
93932,0,0.0,91,0,0.0,2175.0,3,0,0,0,0.0
81859,0,0.721471104,44,0,0.605498957,8146.0,10,0,3,0,1.0
131104,0,0.993737172,52,0,0.53470437,3500.0,6,0,1,0,0.0
115981,0,0.211542151,48,1,0.712920354,2824.0,12,0,2,0,2.0
26112,0,0.690683851,55,0,0.432552146,12416.0,7,0,2,0,2.0
62626,0,0.437759218,30,0,0.257536042,3051.0,11,0,0,0,0.0
139568,0,0.210357928,65,1,0.150326175,21000.0,4,0,2,0,1.0
49046,0,0.444588885,30,0,0.23703356,4260.0,8,0,0,0,0.0
93784,0,0.002559918,58,0,0.168769341,4200.0,8,0,1,0,0.0
66170,0,0.602933466,59,0,0.502241459,6468.0,9,0,2,0,1.0
2862,0,0.072855013,36,0,0.479794473,7200.0,12,0,3,0,0.0
119315,0,0.045758364,57,0,0.297343703,9900.0,15,0,2,0,2.0
2796,0,0.007140319,47,0,0.248623465,2360.0,4,0,0,0,0.0
47142,0,0.118796606,81,0,0.024795041,5000.0,7,0,0,0,0.0
130988,0,0.012659475,38,0,0.43270053,5846.0,10,0,2,0,0.0
74185,0,0.0,81,0,0.054876694,4500.0,9,1,0,0,1.0
59691,0,0.493578987,35,0,0.683475562,5155.0,5,0,1,0,1.0
115799,0,0.291844649,68,1,0.445793458,7000.0,9,0,2,0,1.0
26628,0,0.159948573,72,0,0.044331716,4533.0,2,0,0,0,1.0
109826,0,0.524882504,70,0,1.022885789,4587.0,10,0,2,0,0.0
145863,0,0.803649114,41,1,0.563406099,6000.0,6,0,2,0,1.0
101112,0,0.016881267,29,0,0.522136532,3500.0,8,0,1,0,0.0
70887,0,0.00293521,49,0,0.440889778,4000.0,15,0,1,0,2.0
111842,0,8.73e-05,66,0,0.002380726,10500.0,13,0,0,0,0.0
79413,0,0.0,27,0,0.159900062,1600.0,4,0,1,0,0.0
139692,0,0.04585237,72,0,0.103233974,8688.0,9,0,0,0,0.0
110627,0,0.9999999,42,0,0.078149503,3825.0,1,0,0,0,0.0
132094,0,0.0,65,0,0.333333333,3005.0,11,0,1,0,1.0
12859,0,0.641076414,41,0,0.769400718,7241.0,12,0,1,0,5.0
26820,0,0.0,39,0,0.356802082,6916.0,5,0,2,0,0.0
60913,0,0.808638272,32,1,0.362644853,4400.0,13,0,1,0,0.0
114819,0,0.061496925,62,0,0.179251,8250.0,3,0,1,0,1.0
21201,0,0.35877458,62,0,0.819453481,3073.0,11,0,0,0,0.0
4338,0,0.382857918,46,0,0.269569793,7600.0,9,0,1,0,3.0
41019,1,0.077682834,61,0,0.684303351,1700.0,13,0,1,1,0.0
73735,0,0.199276818,33,0,0.732574285,3600.0,10,0,2,0,0.0
49213,0,0.880008053,51,0,1.058859784,3244.0,9,0,1,0,0.0
99345,0,0.059721779,64,0,0.207207207,21200.0,12,0,1,0,0.0
123181,0,0.002339534,31,0,0.338732901,8333.0,8,0,2,0,0.0
128273,0,0.023030634,76,0,0.00779922,10000.0,7,0,0,0,1.0
67950,0,0.325323475,55,1,0.315156485,7316.0,7,0,1,0,0.0
63795,1,0.713198371,61,1,0.37797412,14373.0,18,1,5,0,0.0
87184,0,0.0,35,0,0.133597656,5800.0,12,0,1,0,0.0
18404,0,0.0,78,0,1.186459489,900.0,3,0,1,0,0.0
43111,0,0.053951658,67,0,0.262651889,7488.0,6,0,1,0,0.0
136457,0,0.172618522,65,0,0.636270141,2916.0,19,0,1,0,0.0
31271,0,0.013206028,85,0,0.003732836,7500.0,7,0,0,0,0.0
83357,0,0.160904619,65,0,0.004999929,70000.0,4,0,0,0,1.0
131180,1,0.143781241,38,4,0.311217184,4189.0,7,0,0,2,3.0
44725,0,0.035708891,67,0,0.46832473,2130.0,8,0,1,0,0.0
51359,0,0.0,59,0,0.103702372,22255.0,4,0,1,0,0.0
118546,0,0.003396098,41,0,0.35777692,5181.0,6,0,2,0,1.0
89472,0,0.201013746,45,1,0.403388036,5666.0,12,0,2,0,1.0
44028,0,0.001113896,75,0,0.250699212,3932.0,9,0,1,0,0.0
129557,0,0.917987595,64,0,0.356821589,2000.0,4,0,1,0,0.0
103274,0,0.052732551,41,1,0.292815312,7000.0,7,0,1,0,2.0
45795,1,0.818580834,41,0,0.434134362,5700.0,7,1,1,0,3.0
146037,0,0.095735816,47,0,0.02009117,5922.0,2,0,0,0,0.0
41261,0,0.082944327,52,0,0.069028992,2172.0,7,0,0,0,3.0
32157,0,0.057045865,26,0,0.00749875,6000.0,5,0,0,0,0.0
115549,0,0.539897585,48,2,0.309967025,9400.0,7,0,1,0,1.0
77513,0,0.199433116,30,0,0.544863784,4000.0,10,0,1,0,0.0
95367,0,0.029877646,69,0,0.386485089,5800.0,11,0,2,0,0.0
119537,0,0.300779546,51,0,0.446175147,8666.0,15,0,2,0,0.0
6183,0,0.060856336,31,0,0.334391534,2834.0,7,0,0,0,0.0
101860,0,0.270851984,73,0,0.324512376,8766.0,22,0,2,0,0.0
30981,0,0.161577226,55,1,0.249323676,11458.0,15,0,2,0,1.0
52414,0,0.089246034,61,0,0.401009428,10500.0,8,0,2,0,0.0
149781,0,0.011927041,77,0,0.009865351,7500.0,12,0,0,0,0.0
104931,1,0.9999999,27,1,0.29361892,2240.0,2,2,0,1,1.0
77218,1,0.556412454,44,0,0.347336066,2927.0,2,2,1,1,1.0
47789,0,0.07005361,61,0,0.125059927,14600.0,6,0,1,0,3.0
30865,0,0.8240064,53,5,0.217317236,13500.0,10,0,1,0,0.0
985,0,0.700331051,45,1,0.546448087,8966.0,11,0,2,0,1.0
136479,0,0.200828453,35,0,0.473212953,6700.0,6,0,1,0,1.0
70700,0,0.904007999,61,1,0.381971567,6400.0,7,0,1,0,0.0
76682,0,0.821847468,63,0,0.431699191,2100.0,5,0,0,0,0.0
48161,0,0.002812412,63,0,0.179259737,12400.0,10,0,0,0,0.0
60352,0,0.888223553,43,2,10.95150961,2185.0,5,2,0,0,4.0
95956,0,0.9999999,49,0,2.141742523,768.0,5,0,1,0,0.0
76461,0,0.017572956,50,0,0.632826663,7170.0,12,0,4,0,0.0
44536,0,0.0,47,0,0.165703065,9166.0,4,0,1,0,2.0
75870,1,0.004289295,28,0,0.003633061,1100.0,5,0,0,0,0.0
6954,0,0.014386735,66,0,0.451754825,10000.0,8,0,3,0,1.0
10279,0,0.289912474,49,0,0.335574153,7288.0,11,0,2,0,1.0
60791,0,0.591211263,46,0,0.526473676,6666.0,10,0,2,0,0.0
36321,0,0.179581283,34,0,0.060336763,2137.0,5,0,0,0,0.0
65705,0,0.9999999,48,1,0.203167493,6250.0,1,0,1,0,0.0
39023,0,0.132148226,34,0,0.207817337,2583.0,5,0,0,0,0.0
42722,0,0.747667111,48,0,0.206631069,8052.0,5,0,1,0,2.0
53834,0,0.51472432,61,0,0.526842024,6500.0,10,0,2,0,0.0
37783,0,0.88797338,62,4,0.113539052,6772.0,9,0,0,0,0.0
98639,0,0.011249438,73,0,0.000287991,20833.0,1,0,0,0,0.0
56267,0,0.902887139,28,0,0.210404177,5170.0,4,0,0,0,2.0
15668,0,0.005080401,60,0,0.265190972,13823.0,12,0,2,0,0.0
1695,0,0.306338732,57,0,0.376373626,6915.0,12,0,3,0,2.0
56805,1,0.793741314,44,0,0.540592606,10900.0,20,0,3,0,1.0
134184,0,0.548278263,60,1,0.288193531,11408.0,12,0,2,0,0.0
128829,0,0.24435227,34,0,0.224758767,4248.0,4,0,1,0,0.0
144041,0,0.681263747,26,0,0.268638067,2400.0,3,0,0,0,1.0
83191,0,0.794280837,69,0,0.384542136,6300.0,8,0,2,0,0.0
128610,0,0.9999999,56,0,0.038308871,10832.0,0,1,0,1,0.0
142494,0,0.256268593,57,0,0.26140945,6200.0,6,0,1,0,0.0
113585,0,0.9999999,72,0,0.009926912,9166.0,0,0,0,0,0.0
7481,0,0.042454142,71,1,0.251240113,7458.0,10,0,0,0,0.0
103283,0,0.320561439,43,0,0.092633101,112000.0,19,0,4,0,2.0
130254,0,0.497110179,45,0,0.3059898,30000.0,25,0,2,0,3.0
44256,0,0.733579506,29,0,776.5,1.0,9,0,1,0,0.0
3494,0,0.227325756,53,0,0.082487196,11128.0,19,0,0,0,0.0
61346,0,0.050007552,60,0,0.207777172,14683.0,9,0,1,0,5.0
78591,0,0.083449904,63,0,0.121795128,25000.0,13,0,1,0,3.0
78568,1,0.910236905,69,1,0.049986846,3800.0,2,0,0,0,0.0
47336,0,0.087900033,59,0,0.285446009,9584.0,9,0,4,0,0.0
134523,0,0.801178002,49,0,0.581890153,2020.0,10,0,0,0,0.0
65685,0,0.315894732,41,0,0.209844892,7800.0,10,0,2,0,4.0
130922,0,0.05668986,50,1,0.609432732,4600.0,17,0,1,0,0.0
49436,0,0.433987023,57,0,0.257610206,15833.0,7,0,1,0,2.0
26207,1,1.01779822,44,2,0.465957985,3950.0,4,0,1,0,0.0
67132,0,0.689641124,69,0,0.221374046,15850.0,7,0,1,0,0.0
38355,0,0.538019018,60,1,0.489040585,18750.0,10,0,2,0,2.0
79734,0,0.285841074,55,0,0.114999036,10373.0,6,0,0,0,0.0
148077,0,0.031517895,41,0,0.327401753,18600.0,15,0,4,0,0.0
122318,0,0.621553829,61,0,0.261819528,8100.0,6,0,1,0,0.0
74342,0,0.373631318,33,0,0.272861903,2700.0,6,0,0,0,0.0
113485,0,0.433862645,67,0,0.129234443,6700.0,9,0,0,0,1.0
647,0,0.044842922,51,0,0.23358954,11318.0,5,0,1,0,2.0
13556,0,0.03525713,63,0,0.287496429,10500.0,27,0,2,0,0.0
121806,0,0.535578577,56,0,0.384348921,6350.0,7,0,1,0,3.0
94058,0,0.266867294,46,0,0.584950029,1700.0,5,0,1,0,2.0
92336,1,0.9999999,29,4,0.403623868,3200.0,4,1,1,1,0.0
141620,0,0.042904909,43,0,0.081768692,9000.0,6,0,0,0,3.0
130011,0,0.0,45,1,0.069451884,5600.0,9,0,0,0,2.0
110198,1,0.029744373,61,0,1.016541059,10216.0,18,0,6,0,0.0
105167,0,0.193549073,54,0,0.528481748,4300.0,11,0,2,0,2.0
42635,0,0.461485313,49,0,0.39329806,4535.0,7,0,1,0,0.0
99087,0,0.129974005,55,0,0.258988624,12042.0,8,0,1,0,1.0
66925,0,0.040126543,56,0,0.182920469,7669.0,10,0,2,0,0.0
102742,0,0.103948026,27,0,0.148553557,2557.0,4,0,0,0,0.0
135609,0,0.629393193,52,0,0.284038694,8269.0,8,0,2,0,2.0
24973,0,0.096083001,66,0,0.175710279,8200.0,6,0,2,0,1.0
75538,0,0.486377883,48,0,0.464237517,8150.0,17,0,2,0,3.0
146589,0,0.483230331,39,0,0.461079092,14400.0,10,0,1,0,3.0
2123,0,0.085363988,42,0,0.653923068,8500.0,7,0,1,0,0.0
90558,0,0.202838582,59,0,0.534816942,2785.0,14,0,0,0,0.0
144060,0,0.466690369,37,0,0.565162591,7933.0,8,0,2,0,2.0
81730,0,0.107863686,59,0,0.453691546,9900.0,10,0,2,0,0.0
108172,0,0.320110981,57,0,0.865081559,3616.0,21,0,1,0,0.0
85185,1,0.881422925,27,2,0.215069495,4100.0,8,0,0,2,0.0
36789,0,0.577964301,56,0,0.336087659,5566.0,9,0,0,0,0.0
7937,0,0.0,62,0,0.084104674,8750.0,10,0,1,0,0.0
118193,0,0.131230349,45,0,0.014542671,5225.0,3,0,0,0,1.0
57216,0,0.9999999,31,3,0.183256976,2400.0,7,1,0,0,0.0
81285,0,0.638024132,48,1,0.285627051,13100.0,7,0,3,0,1.0
103227,0,0.559705469,49,0,0.319796954,6500.0,9,0,0,0,3.0
32992,0,0.004285589,70,0,0.081752683,6800.0,9,0,0,0,0.0
31792,0,0.087867848,42,0,0.232470941,5333.0,6,0,1,0,2.0
119117,0,0.057515371,81,0,0.033049934,8350.0,18,0,0,0,1.0
58813,0,0.9999999,43,0,0.06107368,4600.0,5,0,0,0,0.0
109871,0,0.756569671,47,0,0.373466606,2200.0,7,0,0,0,1.0
22206,0,0.9999999,36,2,0.086512957,4900.0,0,1,0,0,1.0
53622,0,0.025353532,71,0,0.39887739,5700.0,7,0,1,0,0.0
66662,0,0.020642878,65,0,0.201485431,5250.0,8,0,1,0,0.0
136377,0,0.003824191,65,0,0.08271474,6600.0,9,0,1,0,0.0
44304,0,0.12038977,64,0,0.292123085,22000.0,24,0,2,0,0.0
124080,0,0.00728001,76,0,0.086747597,3953.0,10,0,1,0,0.0
69085,1,1.002104709,42,2,0.747261346,3833.0,8,0,1,1,2.0
144044,0,0.146054374,60,0,0.296462942,8000.0,8,0,1,0,0.0
148815,0,0.907933214,71,0,0.330953231,2800.0,12,0,0,0,0.0
66401,0,0.092572686,64,0,0.097075244,12000.0,4,0,1,0,1.0
105184,0,0.451622485,56,0,0.338844206,6713.0,5,0,1,0,0.0
25923,0,0.213049325,28,0,0.556483172,3832.0,12,0,1,0,2.0
122387,0,0.028638854,80,0,0.005748563,4000.0,11,0,0,0,1.0
118136,0,0.9999999,34,0,0.100917431,2833.0,1,0,0,0,0.0
143778,0,0.9999999,31,0,0.367453019,2500.0,3,0,0,0,1.0
90784,0,0.430269159,46,1,0.338062007,8740.0,12,0,1,0,1.0
29510,0,0.41945746,62,0,0.477255004,7693.0,18,0,1,0,0.0
1649,0,0.455154587,49,1,0.913286004,1971.0,11,0,0,0,0.0
65767,0,0.311743798,62,0,0.295814884,7000.0,8,0,1,0,2.0
98677,0,0.249669832,40,0,0.082897928,40000.0,9,0,1,0,0.0
47076,0,0.0,57,0,566.0,0.0,10,0,0,0,0.0
11683,0,0.010835993,69,0,0.558242269,4300.0,10,0,2,0,0.0
55283,1,0.885670657,54,3,1.027919544,3330.0,15,0,2,0,2.0
134650,0,0.422966507,51,0,1.065292096,3200.0,15,0,2,0,0.0
58937,0,0.150562228,56,0,0.558592188,7500.0,17,0,2,0,0.0
16670,0,0.3317585,42,1,0.459490344,8750.0,12,0,2,0,1.0
52020,0,0.412317536,44,0,0.367427568,6833.0,4,0,2,0,4.0
1573,0,0.009495252,56,0,0.055031668,7104.0,2,0,0,0,1.0
126880,0,0.007681469,63,0,0.452568429,8000.0,11,0,2,0,1.0
52786,0,1785.0,49,0,0.280773574,7083.0,4,0,1,0,0.0
16735,0,0.313054834,48,2,0.869386356,2916.0,12,0,1,0,4.0
92354,0,0.013990673,23,0,0.0,898.0,2,0,0,0,0.0
95685,1,0.599360256,32,1,0.175103112,8000.0,6,0,0,1,3.0
95114,0,0.219154206,35,0,0.115245765,3600.0,4,0,0,0,0.0
115072,1,1.202457821,65,4,0.258339511,2697.0,15,0,0,0,0.0
68741,0,0.0,64,0,0.130572874,8500.0,7,0,2,0,0.0
31182,0,0.165330645,63,0,0.281545528,3700.0,7,0,1,0,2.0
119034,1,0.948525737,46,1,0.483556638,820.0,5,0,0,0,1.0
119312,0,0.095059026,56,0,0.221755649,5000.0,9,0,1,0,0.0
23353,1,0.398858223,39,0,0.492084653,6000.0,8,0,2,0,2.0
122744,0,0.136840193,33,0,0.343665191,7000.0,10,0,1,0,1.0
97989,0,0.0,73,1,0.0,4265.0,3,1,0,0,0.0
36775,0,0.097660533,44,0,0.320775321,7325.0,9,0,2,0,1.0
34683,0,0.895921003,37,0,0.926880489,5237.0,18,0,3,0,2.0
57716,0,0.0,56,0,0.087160262,11736.0,6,0,0,0,1.0
129691,0,0.784431138,23,0,0.011827957,929.0,2,0,0,0,0.0
59404,0,0.618166526,46,0,0.109589041,4160.0,5,0,0,0,1.0
24664,0,0.025789086,48,0,0.422228756,3400.0,9,0,2,0,3.0
135405,0,0.588096743,42,0,0.17773828,4500.0,5,0,0,0,3.0
117565,0,0.025292748,72,0,0.604126679,2083.0,7,0,1,0,0.0
82111,1,1.044439507,48,2,0.264092398,5800.0,5,0,0,0,3.0
54034,0,0.518648135,50,0,0.837151187,2400.0,6,0,1,0,0.0
49197,0,0.708129823,49,0,0.107257829,6833.0,3,0,0,0,0.0
95011,0,0.160238743,50,0,1.722615436,8900.0,25,0,6,0,4.0
71304,0,0.676420903,43,0,0.098596332,8833.0,7,0,0,1,0.0
50184,0,0.532352884,59,0,0.445469957,5308.0,9,0,2,0,0.0
92663,0,0.192524777,39,0,0.387093788,10800.0,11,0,2,0,2.0
128452,0,0.249445976,39,0,0.381539487,3000.0,7,0,0,0,1.0
95774,0,0.026090209,44,0,0.274123175,11917.0,23,0,2,0,2.0
45052,0,0.069950455,55,0,0.227822145,9265.0,13,0,2,0,0.0
5129,0,0.005082996,60,0,0.062120292,13167.0,26,0,1,0,2.0
3785,0,0.9999999,49,0,0.0,2710.0,0,3,0,0,2.0
92817,0,0.532595187,23,0,0.177475482,3160.0,8,0,0,0,0.0
115603,0,0.0,63,0,0.405622111,10600.0,18,0,2,0,0.0
70115,0,0.007833007,42,0,0.114236344,10416.0,4,0,1,0,0.0
39636,0,0.285098444,51,0,0.547996272,9656.0,20,0,2,0,4.0
34177,0,0.052367288,45,0,0.112622588,3160.0,2,1,0,0,2.0
87595,0,0.849693846,56,0,0.952643873,4708.0,13,0,1,0,1.0
107465,0,0.012130614,67,0,0.145699615,3115.0,10,0,1,0,0.0
16797,0,0.011154243,46,0,0.281932977,4117.0,3,0,1,0,0.0
57448,0,1.254061775,40,0,0.263537906,3600.0,5,0,0,0,0.0
58592,0,0.286897892,52,0,0.278368186,2916.0,10,0,0,0,2.0
41755,0,0.014396142,55,0,0.420954412,3750.0,13,0,1,0,0.0
117041,0,0.473249151,42,0,1.274377115,3250.0,12,0,2,0,0.0
145056,0,0.133922895,34,0,0.081586946,6250.0,9,0,0,0,0.0
135339,0,0.255218779,46,0,0.155321296,8916.0,5,0,0,0,0.0
60160,1,0.9999999,32,0,0.714285714,1350.0,1,2,0,0,2.0
56604,0,0.270232273,47,0,0.391885396,10400.0,9,0,4,0,2.0
111355,0,0.002701297,51,0,0.371792878,6430.0,7,0,1,0,4.0
5741,0,0.499651244,32,0,0.125349487,4291.0,6,0,0,0,0.0
100846,0,0.0,57,0,0.145356662,7429.0,10,0,1,0,2.0
2928,0,0.156047688,81,0,0.236595607,6191.0,12,0,2,0,0.0
110670,0,0.451824021,51,1,0.629158335,5500.0,9,1,1,0,3.0
130305,0,0.188296234,48,0,0.473556345,5350.0,10,0,1,0,3.0
49373,0,0.0,66,1,0.086324598,4540.0,13,0,1,0,0.0
111576,0,0.9999999,39,0,0.390254061,2400.0,5,0,2,0,0.0
52944,0,0.939716567,54,2,0.058736394,60081.0,9,0,2,0,1.0
81178,0,0.698206362,32,0,0.467062729,5722.0,14,0,2,0,2.0
95980,0,0.364333391,72,1,0.764985477,3786.0,8,0,2,0,0.0
13673,0,0.066629471,59,0,0.259874013,10000.0,7,0,1,0,2.0
112455,0,0.405827771,52,0,0.299116396,9166.0,8,0,2,0,0.0
117425,0,0.032762779,37,0,0.442592901,6000.0,8,0,2,0,0.0
40141,0,0.549715009,55,0,0.686951983,9579.0,11,0,4,0,1.0
141075,1,1.058188021,32,3,0.188689732,7196.0,7,2,0,2,4.0
6863,0,0.047437186,67,0,0.249266862,3750.0,6,0,1,0,0.0
54170,0,0.0,56,0,0.211311099,11333.0,7,0,1,0,3.0
37220,0,0.122655975,67,0,0.379846684,9000.0,18,0,5,0,0.0
118074,0,0.193953115,50,0,0.714968153,1883.0,6,0,1,0,2.0
114761,0,0.019586707,57,0,0.010774509,89191.0,9,0,1,0,1.0
101286,0,0.015256925,74,0,0.008247938,4000.0,2,0,0,0,0.0
64251,0,0.9999999,55,0,0.314337133,5000.0,5,0,0,0,1.0
37363,0,0.9999999,60,0,0.007386057,5550.0,1,0,0,0,1.0
121525,0,0.525532609,46,0,0.815265255,4768.0,11,0,1,0,0.0
101632,1,0.511395442,30,0,0.205544287,1478.0,2,0,0,0,0.0
102940,1,1.034577513,34,0,0.402999423,5200.0,7,0,2,1,3.0
128459,1,0.015084785,39,0,0.324879652,8516.0,14,3,1,0,1.0
131076,0,0.414732593,42,1,0.254367934,5837.0,4,0,1,1,1.0
48527,0,0.202188709,76,0,0.334188034,3509.0,21,0,2,0,0.0
101198,0,0.928672611,50,0,0.38708452,5264.0,4,0,1,0,2.0
59668,0,0.059470265,28,0,0.001028454,2916.0,2,0,0,0,1.0
37393,0,0.0,34,0,0.302820386,8083.0,11,0,1,0,1.0
71746,0,0.121981629,38,0,0.240625247,12666.0,8,0,1,0,0.0
12990,0,0.0,42,0,0.854858057,2500.0,5,0,2,0,0.0
105705,0,0.001123412,59,1,0.011675711,12161.0,20,0,1,0,0.0
147547,0,0.012247902,64,0,0.001406206,32000.0,3,0,0,0,0.0
58956,0,0.045148997,89,1,0.036661112,6600.0,17,0,0,0,0.0
58240,0,0.003008734,80,0,0.340933768,1841.0,16,0,1,0,0.0
100733,1,0.958627823,53,1,0.501597444,1251.0,4,0,0,0,0.0
114432,0,0.076828281,63,0,0.286880466,5144.0,11,0,1,0,0.0
31054,0,0.126043,53,0,1.715713715,2500.0,12,0,1,0,2.0
61263,0,0.125955802,23,0,13.38768719,600.0,9,0,0,0,0.0
52154,0,0.064622891,61,0,0.172177096,8740.0,11,0,1,0,2.0
149297,0,0.041364067,41,0,0.037965401,30000.0,6,0,1,0,2.0
108878,0,0.253127152,56,0,0.12287017,12500.0,16,0,1,0,1.0
33827,0,0.0,76,0,0.258327165,1350.0,2,0,1,0,0.0
139256,0,0.762757514,70,0,0.359688381,6032.0,7,0,0,0,0.0
143329,0,0.044534236,81,0,0.046642747,1950.0,9,0,0,0,0.0
17777,0,0.377035133,37,1,0.017992803,2500.0,4,0,0,0,2.0
6015,0,0.9999999,39,0,0.0,4636.0,1,0,0,0,0.0
137165,0,0.820042369,64,0,0.390303453,8600.0,9,0,2,0,0.0
127532,0,0.9999999,72,0,0.896318557,3992.0,11,0,1,0,0.0
5973,1,0.00133353,53,0,0.512688574,8550.0,24,0,5,1,0.0
38731,0,0.0,41,0,0.362842812,15350.0,8,0,2,1,3.0
30286,0,0.43896888,35,0,0.512276124,8430.0,14,0,1,0,2.0
74581,0,0.605202071,29,1,0.174472465,1942.0,7,0,0,0,1.0
138837,0,0.058497075,57,0,0.006332278,6000.0,2,0,0,0,1.0
146202,0,0.0,44,0,0.062393647,3525.0,5,0,0,0,1.0
98647,0,0.195826421,45,0,0.638550639,3366.0,14,0,1,0,3.0
48580,0,0.072205375,59,0,0.787566386,3200.0,4,0,1,0,0.0
78343,0,0.018701251,57,0,0.173751113,12350.0,7,0,1,0,2.0
145376,0,0.009999817,60,0,0.179162073,5441.0,9,0,1,0,0.0
77236,0,0.016767338,56,0,0.005354752,4481.0,9,0,0,0,0.0
83631,0,0.089437271,48,0,0.552978808,5001.0,14,0,2,0,4.0
99573,0,0.085420436,72,0,0.285164835,7279.0,15,0,1,0,0.0
134896,0,0.61051498,39,3,0.79316203,4708.0,10,0,3,0,0.0
125023,0,0.002169974,44,0,0.000344768,5800.0,9,0,0,0,1.0
47817,0,0.071195232,68,0,0.132240437,6404.0,10,0,1,0,0.0
45343,0,0.465997651,40,1,0.355065516,3128.0,5,0,1,0,3.0
144986,0,0.367709214,49,0,0.39343547,20625.0,17,0,4,0,4.0
110190,0,0.366794376,66,1,0.537846245,6750.0,17,0,2,1,0.0
41596,0,0.244842186,52,1,0.333133373,5000.0,16,0,1,0,2.0
57694,0,0.092238382,54,1,0.290556572,14750.0,14,0,2,0,3.0
50128,0,0.259181412,49,0,0.254764574,7135.0,11,0,2,0,1.0
116696,1,0.378316667,36,0,0.3956123,11121.0,11,0,1,0,1.0
87817,0,0.9999999,34,0,0.0,1900.0,0,0,0,0,0.0
63179,0,0.006911511,87,0,0.000995421,5022.0,3,0,0,0,0.0
82369,0,1.056628914,50,0,0.115769107,3100.0,3,0,0,0,1.0
9665,0,0.011928145,56,0,0.172007213,7208.0,11,0,1,0,2.0
30359,0,1.01036845,28,2,0.042695836,5667.0,8,0,0,0,0.0
83748,0,0.076421259,56,0,0.022035562,9166.0,9,0,0,0,5.0
146441,0,0.650412188,47,0,1346.5,1.0,6,0,0,0,0.0
68231,0,0.059135395,60,2,72.5,1.0,12,0,0,0,0.0
28534,0,0.866453419,51,0,0.326304308,5500.0,8,0,1,0,0.0
137926,1,0.9999999,38,1,0.186271243,3000.0,0,2,0,0,2.0
106539,0,0.039684388,64,0,0.637727045,6000.0,10,0,3,0,0.0
58990,0,0.11787906,74,0,0.283760084,2850.0,11,0,0,0,1.0
123795,0,0.110214791,42,0,0.289661654,10639.0,11,0,3,0,3.0
74232,0,0.016401974,62,0,0.322224171,5700.0,15,0,2,0,0.0
129116,0,0.094095257,56,0,0.299511195,12683.0,8,0,3,0,0.0
127075,0,0.659247334,50,0,0.12150599,7011.0,6,0,0,0,0.0
78285,0,0.120499294,45,0,0.193215632,5040.0,14,0,0,0,0.0
24983,0,0.889644798,51,0,0.395434094,6000.0,8,0,1,0,2.0
139963,0,0.13937236,45,0,0.264731245,3478.0,11,0,0,0,0.0
57130,0,0.9999999,58,0,0.007708003,4410.0,0,0,0,0,0.0
116400,0,1.107410491,53,4,0.552473417,2162.0,6,0,1,0,2.0
23741,0,0.682691526,30,1,0.475235564,4138.0,11,0,0,0,2.0
119913,0,0.17840065,51,0,0.006751905,121150.0,4,0,0,0,2.0
107594,0,0.065144929,70,0,0.023992003,3000.0,4,0,0,0,2.0
96403,0,0.013132458,55,0,0.003568879,1400.0,3,0,0,0,0.0
85781,0,0.046919796,50,0,0.251479043,12000.0,14,0,2,0,1.0
4680,0,0.9999999,24,0,0.127253814,2883.0,2,0,0,0,0.0
139656,0,0.460762993,64,1,0.266792142,8500.0,7,0,1,0,1.0
142097,0,0.082395449,73,0,0.034411765,6799.0,4,0,1,0,0.0
36089,0,0.20948448,47,0,1647.0,0.0,15,0,1,0,0.0
87657,0,0.557336549,47,0,0.189142906,11678.0,6,0,0,0,3.0
55277,0,0.301319537,42,0,0.09316257,4840.0,4,0,0,0,3.0
56541,0,0.019603572,47,0,0.294177076,10887.0,11,0,2,0,1.0
46323,0,0.01896458,57,0,0.861018993,3316.0,8,0,3,0,0.0
58552,0,0.34423699,38,0,0.524547168,12200.0,18,0,3,0,1.0
32788,0,1.062744771,48,0,0.173706441,41667.0,11,0,2,0,2.0
107657,0,0.400279986,44,0,0.268315991,9417.0,10,0,2,0,0.0
145971,0,0.549187417,61,0,5.825978351,1200.0,18,0,2,0,3.0
11784,0,0.406537091,54,0,0.287207358,4783.0,9,0,2,0,0.0
95797,0,0.155059067,54,0,1.001086694,8281.0,10,0,4,0,0.0
85750,0,0.382563426,57,0,0.41755228,8750.0,13,0,1,0,1.0
87980,0,0.072925693,54,0,0.491855094,8225.0,10,0,1,0,0.0
5271,0,0.595867011,46,0,0.336879433,15227.0,3,0,2,0,1.0
68820,0,0.634877384,33,0,0.116135174,2100.0,3,0,0,0,0.0
82424,0,0.368442425,48,0,0.328805886,5300.0,8,0,1,0,0.0
75385,0,0.971757475,41,0,0.447413165,4116.0,9,0,1,0,1.0
